Nº Protocolo;Código DRE;DRE;Processo ;Código OSC Parceira;OSC Parceira;CNPJ;Código Escola;Unidade Educacional;Vagas Contratadas;Vagas Berçário Contratadas;Valor Mensal;Verba Locação;Valor Mensal IPTU;Data Início;Data Término;Situação Parceria;Data Solicitação Parceria;Data Lavratura do Termo;Data do Encerramento
1032021;108300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;6016.2021/0095287-1;800264;ASSOCIAÇÃO DE BAIRRO CASA BRANCA PARQUE SÃO MIGUEL;52.582.202/0001-92;309727;CR.P.CONV - CANTINHO DO CRESCIMENTO;218;146;302730,58;21509;1;24/09/2021;26/09/2026;Aprovado;17/09/2021;24/09/2021;
4542018;108300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;6016.2018/0003160-6;300736;ASS SAO SABAS DE FILANTROPIA;52.582.202/0001-92;309024;CR.P.CONV - CAROLINA MARIA DE JESUS;132;34;168895,63;11475;0,01;01/02/2023;31/01/2028;Aprovado;01/02/2018;01/02/2018;
2972017;108300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;6016.2017/0046208-7;800264;ASSOCIAÇÃO DE BAIRRO CASA BRANCA PARQUE SÃO MIGUEL;52.582.202/0001-92;308727;CR.P.CONV - CASA BRANCA;236;96;308738,97;36010,61;0;01/01/2023;31/12/2027;Aprovado;27/10/2017;29/12/2017;
4797;108300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;2016-0.197.471-6;800264;ASSOCIAÇÃO DE BAIRRO CASA BRANCA PARQUE SÃO MIGUEL;52.582.202/0001-92;308727;CR.P.CONV - CASA BRANCA;255;135;206329,91;36010,61;0;15/12/2016;14/06/2019;Encerrado;19/09/2016;15/12/2016;31/12/2017
3132017;108300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;6016.2017/0046096-3;300218;ASSOCIACAO SSJ SAO JOSE;13.054.502/0001-47;306492;CR.P.CONV - CASINHA DE SAO JOSE;310;131;308105,52;20353,98;2939,99;01/01/2018;31/12/2022;Encerrado;30/10/2017;29/12/2017;08/03/2021
2077;108300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;2015-0.136.012-0;300218;ASSOCIACAO SSJ SAO JOSE;09.118.844/0001-06;306492;CR.P.CONV - CASINHA DE SAO JOSE;286;104;173886,07;15058,97;0;01/07/2015;31/12/2017;Encerrado;05/08/2015;01/07/2015;31/12/2017
805;108300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;2012-0.315.481-6;300218;ASSOCIACAO SSJ SAO JOSE;04.676.010/0001-00;306492;CR.P.CONV - CASINHA DE SAO JOSE;262;100;125710;0;0;01/01/2013;30/06/2015;Encerrado;28/07/2014;26/12/2012;30/06/2015
6912018;108300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;6016.2018/0038242-5;800332;INSTITUTO ILUMINA TERRA ACAO PARA DESENVOLVIMENTO SOCIAL;09.118.844/0001-06;309222;CR.P.CONV - CASTELO DO SABER;324;108;378342,24;27000;0;05/10/2018;04/10/2023;Encerrado;29/06/2018;05/10/2018;31/10/2019
2612017;108300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;6016.2017/0046088-2;300202;ASS MADRE CABRINI DAS IRMAS MISSIONARIAS DO SAGRADO CORACAO;09.118.844/0001-06;306277;CR.P.CONV - CENTRO ASSISTENCIAL SANTANA;249;126;297564,84;0;0;01/01/2023;31/12/2027;Aprovado;27/10/2017;29/12/2017;
2792017;108300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;6016.2017/0046131-5;800206;ASSOCIAÇÃO CULTURAL E EDUCACIONAL MARIA DE NAZARÉ;48.118.384/0001-78;307082;CR.P.CONV - CORA CORALINA;145;54;196202,61;18630;0,01;01/01/2023;31/12/2027;Aprovado;27/10/2017;28/12/2017;
2691;108300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;2016-0.115.403-4;800206;ASSOCIAÇÃO CULTURAL E EDUCACIONAL MARIA DE NAZARÉ;08.002.631/0001-51;307082;CR.P.CONV - CORA CORALINA;128;32;89595,76;7262,5;0;31/05/2016;29/11/2018;Encerrado;09/06/2016;31/05/2016;31/12/2017
1372018;108300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;6016.2017/0057298-2;300065;ASSOCIAÇÃO ÁGUAS MARINHA;08.002.631/0001-51;308442;CR.P.CONV - CRISTO REDENTOR;169;71;183938,55;17000;0;01/01/2018;31/12/2022;Encerrado;11/01/2018;29/12/2017;30/07/2019
2272;108300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;2015-0.191.403-7;300065;ASSOCIAÇÃO ÁGUAS MARINHA;08.002.631/0001-51;308442;CR.P.CONV - CRISTO REDENTOR;169;71;122539,35;17000;0;24/07/2015;23/01/2018;Encerrado;09/10/2015;24/07/2015;31/12/2017
242020;108300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;6016.2020/0008370-7;800206;ASSOCIAÇÃO CULTURAL E EDUCACIONAL MARIA DE NAZARÉ;08.002.631/0001-51;307917;CR.P.CONV - DENISE NALINI;245;110;306311,14;17150;2409,34;19/02/2020;18/02/2025;Aprovado;05/02/2020;19/02/2020;
222020;108300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;6016.2020/0008373-1;301046;ASS JOVENS DO FUTURO;48.118.384/0001-78;309048;CR.P.CONV - ELVIRA MARTINS;268;102;322418,71;20336,92;0,01;10/02/2020;09/02/2025;Aprovado;05/02/2020;10/02/2020;
2632017;108300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;6016.2017/0046092-0;300581;SOCIEDADE BENEFICENTE EQUILIBRIO DE INTERLAGOS - SOBEI;48.118.384/0001-78;306281;CR.P.CONV - EQUILIBRIO DE INTERLAGOS, SOC BENEF;511;243;569692,01;0;0;01/10/2023;31/12/2027;Aprovado;27/10/2017;29/12/2017;
2079;108300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;2015-0.135.796-0;300581;SOCIEDADE BENEFICENTE EQUILIBRIO DE INTERLAGOS - SOBEI;08.899.246/0001-59;306281;CR.P.CONV - EQUILIBRIO DE INTERLAGOS, SOC BENEF;584;205;305862,22;0;0;01/07/2015;31/12/2017;Encerrado;05/08/2015;01/07/2015;31/12/2017
956;108300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;2012-0.315.539-1;300581;SOCIEDADE BENEFICENTE EQUILIBRIO DE INTERLAGOS - SOBEI;05.928.519/0001-58;306281;CR.P.CONV - EQUILIBRIO DE INTERLAGOS, SOC BENEF;584;205;260005;0;0;01/01/2013;30/06/2015;Encerrado;31/07/2014;28/12/2012;30/06/2015
2682019;108300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;6016.2019/0076621-7;800343;ASSOCIAÇÃO ESPORTE CLUBE VILA REAL;05.928.519/0001-58;309534;CR.P.CONV - ESTRADA DO SOL;166;80;223695,62;16524,66;0;26/11/2019;25/11/2024;Aprovado;07/11/2019;26/11/2019;
1102021;108300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;6016.2020/0101056-8;800264;ASSOCIAÇÃO DE BAIRRO CASA BRANCA PARQUE SÃO MIGUEL;05.156.588/0001-90;309730;CR.P.CONV - ESTRELA DA MANHA;275;108;338925,72;28227,02;0;24/09/2021;23/09/2026;Aprovado;23/09/2021;24/09/2021;
14122017;108300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;6016.2017/0057108-0;300090;ASS COMUNITARIA CANTINHO DO CEU;61.064.770/0001-92;307048;CR.P.CONV - FLOR DE SAO JOSE, CEI;59;;65323,79;5121,96;0;01/01/2018;31/12/2022;Encerrado;29/12/2017;28/12/2017;01/05/2020
947;108300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;2014-0.060.332-0;300090;ASS COMUNITARIA CANTINHO DO CEU;61.064.770/0001-92;307048;CR.P.CONV - FLOR DE SAO JOSE, CEI;80;;58347,16;5121,96;0;16/11/2016;15/05/2019;Encerrado;31/07/2014;16/05/2014;31/12/2017
2682017;108300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;6016.2017/0046105-6;300414;CENTRO SOCIAL COMUNITARIO JARDIM PRIMAVERA;61.064.770/0001-92;306610;CR.P.CONV - FORCA E ACAO COMUNITARIA;296;133;390344,06;50515,45;0;05/01/2023;04/01/2028;Aprovado;27/10/2017;05/01/2018;
2292;108300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;2015-0.175.182-0;300414;CENTRO SOCIAL COMUNITARIO JARDIM PRIMAVERA;61.064.770/0001-92;306610;CR.P.CONV - FORCA E ACAO COMUNITARIA, C.D.E.;307;73;182184,48;16738,23;0;21/07/2015;20/01/2018;Encerrado;13/10/2015;21/07/2015;31/12/2017
951;108300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;2010-0.247.536-4;300414;CENTRO SOCIAL COMUNITARIO JARDIM PRIMAVERA;53.818.191/0001-60;306610;CR.P.CONV - FORCA E ACAO COMUNITARIA, C.D.E.;300;84;157918,68;12524,28;0;04/04/2013;03/10/2015;Encerrado;31/07/2014;04/10/2010;20/07/2015
192021;108300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;6016.2021/0003958-0;301046;ASS JOVENS DO FUTURO;08.899.246/0001-59;306675;CR.P.CONV - GABRIEL KARA;223;96;272945,38;11000;0;11/02/2021;10/02/2026;Aprovado;20/01/2021;11/02/2021;
2822017;108300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;6016.2017/0046137-4;300808;CENTRO DE INTEGRACAO SOCIAL GUARANI;08.899.246/0001-59;307572;CR.P.CONV - GUARANI;333;141;332716,13;28596,08;0;01/01/2018;31/12/2022;Encerrado;27/10/2017;29/12/2017;03/02/2021
2714;108300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;2015-0.297.126-3;300808;CENTRO DE INTEGRACAO SOCIAL GUARANI;67.841.643/0001-39;307572;CR.P.CONV - GUARANI;369;123;240793,07;28596,08;0;16/06/2016;15/12/2018;Encerrado;16/06/2016;15/06/2016;31/12/2017
943;108300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;2011-0.071.278-6;300808;CENTRO DE INTEGRACAO SOCIAL GUARANI;67.841.643/0001-39;307572;CR.P.CONV - GUARANI;369;41;191596,68;28596,08;0;16/12/2013;15/06/2016;Encerrado;31/07/2014;16/06/2011;15/06/2016
1392018;108300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;6016.2017/0055693-6;800000;ALDEIAS INFANTIS SOS BRASIL;67.841.643/0001-39;306278;CR.P.CONV - HERMANN GMEINER;331;123;364175,21;0;0;01/01/2023;31/12/2027;Aprovado;11/01/2018;29/12/2017;
2277;108300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;2015-0.136.013-9;800000;ALDEIAS INFANTIS SOS BRASIL;67.841.643/0001-39;306278;CR.P.CONV - HERMANN GMEINER;316;121;175135,66;0;0;01/07/2015;31/12/2017;Encerrado;09/10/2015;01/07/2015;31/12/2017
957;108300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;2012-0.343.601-3;300042;ALDEIAS INFANTIS SOS BRASIL;55.050.546/0001-49;306278;CR.P.CONV - HERMANN GMEINER;316;121;148825;0;0;01/01/2013;30/06/2015;Encerrado;31/07/2014;28/12/2012;30/06/2015
2288;108300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;2015-0.175.137-5;300857;SOC BENEF CENTRO DE CULT AFRO-BRASILEIRO ASE YLE DO HOZOOANE;67.841.643/0001-39;307914;CR.P.CONV - ILE DA CRIANCA;126;18;82319,18;7329,2;0;21/07/2015;20/01/2018;Encerrado;13/10/2015;21/07/2015;31/12/2017
573;108300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;2012-0.154.667-9;300857;SOC BENEF CENTRO DE CULT AFRO-BRASILEIRO ASE YLE DO HOZOOANE;67.841.643/0001-39;307914;CR.P.CONV - ILE DA CRIANCA;126;18;72781,84;6672,64;0;25/03/2013;24/09/2015;Encerrado;10/07/2014;25/03/2013;20/07/2015
2982017;108300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;6016.2017/0046214-1;300690;CENTRO DE CONVIVENCIA ITATINGA;05.156.588/0001-90;308731;CR.P.CONV - ITATINGA - NUCLEO II;206;94;278907,66;32000;0;01/01/2023;31/12/2027;Aprovado;27/10/2017;29/12/2017;
4871;108300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;2016-0.172.307-1;300690;CENTRO DE CONVIVENCIA ITATINGA;04.427.955/0001-80;308731;CR.P.CONV - ITATINGA - NUCLEO II;228;125;187258,8;32000;0;20/12/2016;19/06/2019;Encerrado;20/12/2016;20/12/2016;01/01/2018
14442017;108300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;6016.2017/0056085-2;300249;CASAS - CENTRO DE APOIO A SAUDE E ASS SOCIAL;04.427.955/0001-80;306575;CR.P.CONV - JARDIM ALMEIDA;300;99;291990,75;26100;0;01/01/2018;31/12/2022;Encerrado;29/12/2017;28/12/2017;01/01/2020
4847;108300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;2016-0.225.729-5;300249;CASAS - CENTRO DE APOIO A SAUDE E ASS SOCIAL;04.427.955/0001-80;306575;CR.P.CONV - JARDIM ALMEIDA;341;140;237683,8;26100;0;01/12/2016;31/05/2019;Encerrado;01/12/2016;30/11/2016;31/12/2017
2393;108300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;2015-0.175.076-0;300214;ASSOCIACAO SOCIAL E CULTURAL LETRAS MAGICAS;04.427.955/0001-80;306575;CR.P.CONV - JARDIM ALMEIDA;341;140;221394,42;26100;0;21/07/2015;20/01/2018;Encerrado;04/11/2015;21/07/2015;01/12/2016
765;108300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;2010-0.334.773-4;300214;ASSOCIACAO SOCIAL E CULTURAL LETRAS MAGICAS;04.427.955/0001-80;306575;CR.P.CONV - JARDIM ALMEIDA;341;140;198266,2;26100;0;01/07/2013;31/12/2015;Encerrado;25/07/2014;30/12/2010;20/07/2015
2392020;108300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;6016.2020/0063903-9;800071;GRUPO DE ASSISTÊNCIA AO TRATAMENTO E HOSPEDAGEM INFANTIL;04.427.955/0001-80;309615;CR.P.CONV - JARDIM BEATRIZ;111;89;101330,09;6174,45;709,63;05/10/2020;04/10/2025;Encerrado;22/09/2020;05/10/2020;08/12/2020
2722017;108300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;6016.2017/0046111-0;300581;SOCIEDADE BENEFICENTE EQUILIBRIO DE INTERLAGOS - SOBEI;04.427.955/0001-80;306674;CR.P.CONV - JARDIM BELA VISTA;460;128;543517,8;70000;0;01/10/2023;31/12/2027;Aprovado;27/10/2017;29/12/2017;
2281;108300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;2015-0.175.144-8;300581;SOCIEDADE BENEFICENTE EQUILIBRIO DE INTERLAGOS - SOBEI;13.054.502/0001-47;306674;CR.P.CONV - JARDIM BELA VISTA;562;155;347056,36;53147,67;0;21/07/2015;20/01/2018;Encerrado;09/10/2015;21/07/2015;31/12/2017
719;108300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;2013-0.044.911-6;300581;SOCIEDADE BENEFICENTE EQUILIBRIO DE INTERLAGOS - SOBEI;13.054.502/0001-47;306674;CR.P.CONV - JARDIM BELA VISTA;595;112;291035,4;28000;0;01/03/2013;31/08/2015;Encerrado;23/07/2014;28/02/2013;20/07/2015
14362017;108300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;6016.2017/0055697-9;300265;ASSOCIACAO NOSSO CAMINHO;96.532.973/0001-40;307917;CR.P.CONV - JARDIM CAMPINAS;272;100;264504,6;17105,2;0;01/01/2018;31/12/2022;Encerrado;29/12/2017;29/12/2017;08/01/2020
2286;108300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;2015-0.175.126-0;300265;ASSOCIACAO NOSSO CAMINHO;96.532.973/0001-40;307917;CR.P.CONV - JARDIM CAMPINAS;272;100;173598,24;17105,2;0;21/07/2015;20/01/2018;Encerrado;13/10/2015;21/07/2015;31/12/2017
576;108300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;2012-0.351.219-4;300265;ASSOCIACAO NOSSO CAMINHO;96.532.973/0001-40;307917;CR.P.CONV - JARDIM CAMPINAS;272;100;155065,2;17105,2;0;11/03/2013;10/09/2015;Encerrado;10/07/2014;11/03/2013;20/07/2015
793;108300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;2013-0.203.346-4;300311;CENTRO COMUNITARIO JARDIM AUTODROMO;61.064.770/0001-92;306719;CR.P.CONV - JARDIM CLIPPER;240;93;164880,42;17696,28;0;07/02/2016;07/08/2018;Encerrado;28/07/2014;07/08/2013;31/12/2016
14182017;108300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;6016.2017/0055397-0;300581;SOCIEDADE BENEFICENTE EQUILIBRIO DE INTERLAGOS - SOBEI;61.064.770/0001-92;306825;CR.P.CONV - JARDIM DAS ACACIAS;387;178;502889,72;66500;0;01/10/2023;31/12/2027;Aprovado;29/12/2017;24/02/2017;
1810;108300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;2014-0.226.471-9;300581;SOCIEDADE BENEFICENTE EQUILIBRIO DE INTERLAGOS - SOBEI;61.064.770/0001-92;306825;CR.P.CONV - JARDIM DAS ACACIAS;437;143;296670,36;31366,82;0;28/02/2017;27/08/2019;Encerrado;01/04/2015;29/08/2014;31/12/2017
937;108300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;2008-0.078.201-8;300581;SOCIEDADE BENEFICENTE EQUILIBRIO DE INTERLAGOS - SOBEI;14.393.416/0001-21;306825;CR.P.CONV - JARDIM DAS ACACIAS;455;136;217960,27;16470,27;0;29/02/2012;28/08/2014;Encerrado;31/07/2014;01/09/2009;
2992017;108300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;6016.2017/0046218-4;300581;SOCIEDADE BENEFICENTE EQUILIBRIO DE INTERLAGOS - SOBEI;55.050.546/0001-49;308738;CR.P.CONV - JARDIM DAS ARAUCARIAS;214;92;280606,44;28000;0;01/10/2023;31/12/2027;Aprovado;27/10/2017;29/12/2017;
2952017;108300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;6016.2017/0046195-1;300581;SOCIEDADE BENEFICENTE EQUILIBRIO DE INTERLAGOS - SOBEI;14.393.416/0001-21;308482;CR.P.CONV - JARDIM DAS HORTENSIAS;240;142;356340,1;52000;6745,2;01/10/2023;31/12/2027;Aprovado;27/10/2017;29/12/2017;
2427;108300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;2015-0.279.494-9;300581;SOCIEDADE BENEFICENTE EQUILIBRIO DE INTERLAGOS - SOBEI;14.393.416/0001-21;308482;CR.P.CONV - JARDIM DAS HORTENSIAS;258;68;177602,82;34401,1;0;10/12/2015;09/06/2018;Encerrado;12/11/2015;10/12/2015;31/12/2017
2872017;108300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;6016.2017/0046151-0;300581;SOCIEDADE BENEFICENTE EQUILIBRIO DE INTERLAGOS - SOBEI;04.307.398/0001-64;308113;CR.P.CONV - JARDIM DAS MACAUBAS;353;149;454603,03;60000;0;01/10/2023;31/12/2027;Aprovado;27/10/2017;29/12/2017;
773;108300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;2013-0.237.353-2;300581;SOCIEDADE BENEFICENTE EQUILIBRIO DE INTERLAGOS - SOBEI;04.307.398/0001-64;308113;CR.P.CONV - JARDIM DAS MACAUBAS;354;114;255205,26;37245,6;0;14/01/2017;13/07/2019;Encerrado;28/07/2014;14/07/2014;31/12/2017
14242017;108300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;6016.2017/0055396-1;300581;SOCIEDADE BENEFICENTE EQUILIBRIO DE INTERLAGOS - SOBEI;04.307.398/0001-64;307379;CR.P.CONV - JARDIM DAS OLIVEIRAS;293;135;368227,13;29950;0;01/10/2023;31/12/2027;Aprovado;29/12/2017;29/12/2017;
2396;108300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;2015-0.175.132-4;300581;SOCIEDADE BENEFICENTE EQUILIBRIO DE INTERLAGOS - SOBEI;04.307.398/0001-64;307379;CR.P.CONV - JARDIM DAS OLIVEIRAS;331;127;209533,43;21496,52;0;21/07/2015;20/01/2018;Encerrado;04/11/2015;21/07/2015;31/12/2017
960;108300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;2010-0.187.274-2;300581;SOCIEDADE BENEFICENTE EQUILIBRIO DE INTERLAGOS - SOBEI;04.307.398/0001-64;307379;CR.P.CONV - JARDIM DAS OLIVEIRAS;331;128;185855,25;19887,05;0;29/04/2013;28/10/2015;Encerrado;31/07/2014;29/04/2013;20/07/2015
14202017;108300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;6016.2017/0055394-5;300581;SOCIEDADE BENEFICENTE EQUILIBRIO DE INTERLAGOS - SOBEI;08.928.169/0001-18;306998;CR.P.CONV - JARDIM DAS ORQUIDEAS;741;142;803154,36;90000;0;01/10/2023;31/12/2027;Aprovado;29/12/2017;29/12/2017;
875;108300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;2013-0.261.231-6;300581;SOCIEDADE BENEFICENTE EQUILIBRIO DE INTERLAGOS - SOBEI;61.988.531/0001-29;306998;CR.P.CONV - JARDIM DAS ORQUIDEAS;448;100;269701,85;27639,95;0;26/03/2016;25/09/2018;Encerrado;30/07/2014;26/09/2013;31/12/2017
1552017;108300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;6016.2018/0026970-0;300581;SOCIEDADE BENEFICENTE EQUILIBRIO DE INTERLAGOS - SOBEI;08.439.816/0001-28;307247;CR.P.CONV - JARDIM DO CEDRO;313;147;400487,73;40000;0;07/10/2022;06/10/2027;Aprovado;21/09/2017;06/10/2017;
1894;108300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;2015-0.070.533-7;300581;SOCIEDADE BENEFICENTE EQUILIBRIO DE INTERLAGOS - SOBEI;08.439.816/0001-28;307247;CR.P.CONV - JARDIM DO CEDRO;353;119;215731,49;25545,63;0;07/04/2015;06/10/2017;Encerrado;23/04/2015;06/04/2015;06/10/2017
1812;108300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;2009-0.284.880-8;300581;SOCIEDADE BENEFICENTE EQUILIBRIO DE INTERLAGOS - SOBEI;01.834.949/0001-50;307247;CR.P.CONV - JARDIM DO CEDRO;353;137;186992,58;22047,58;0;05/10/2012;04/04/2015;Encerrado;01/04/2015;05/10/2012;
2732017;108300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;6016.2017/0046114-5;300445;INSTTUTO CRIANCA CIDADA;01.834.949/0001-50;306684;CR.P.CONV - JARDIM DOS ALAMOS, CRECHE E PRE ESCOLA;292;36;291071,12;0;0;01/01/2023;31/12/2027;Aprovado;27/10/2017;29/12/2017;
2394;108300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;2015-0.136.001-5;300445;INSTTUTO CRIANCA CIDADA;05.960.559/0001-87;306684;CR.P.CONV - JARDIM DOS ALAMOS, CRECHE E PRE ESCOLA;242;54;133132,42;0;0;21/07/2015;20/01/2018;Encerrado;04/11/2015;21/07/2015;31/12/2017
953;108300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;2013-0.104.566-3;300445;INSTTUTO CRIANCA CIDADA;53.818.191/0001-60;306684;CR.P.CONV - JARDIM DOS ALAMOS, CRECHE E PRE ESCOLA;184;36;91737,6;0;0;03/05/2013;02/11/2015;Encerrado;31/07/2014;03/05/2013;20/07/2015
2492017;108300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;6016.2017/0046461-6;300581;SOCIEDADE BENEFICENTE EQUILIBRIO DE INTERLAGOS - SOBEI;53.818.191/0001-60;308899;CR.P.CONV - JARDIM DOS IPES;348;152;470911,38;70000;9050,3;16/09/2023;15/12/2027;Aprovado;26/10/2017;15/12/2017;
2882017;108300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;6016.2017/0046155-2;300581;SOCIEDADE BENEFICENTE EQUILIBRIO DE INTERLAGOS - SOBEI;53.818.191/0001-60;308161;CR.P.CONV - JARDIM DOS PINHEIROS;216;106;292823,67;32000;0,01;01/10/2023;31/12/2027;Aprovado;27/10/2017;29/12/2017;
1808;108300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;2010-0.187.288-2;300581;SOCIEDADE BENEFICENTE EQUILIBRIO DE INTERLAGOS - SOBEI;53.818.191/0001-60;308161;CR.P.CONV - JARDIM DOS PINHEIROS;231;114;177455,78;18576,71;0;27/04/2017;26/10/2019;Encerrado;01/04/2015;27/10/2014;31/12/2017
2250;108300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;2015-0.175.209-6;300857;SOC BENEF CENTRO DE CULT AFRO-BRASILEIRO ASE YLE DO HOZOOANE;14.393.416/0001-21;308429;CR.P.CONV - JARDIM ELLUS;247;75;167876,58;27825,79;0;27/07/2015;26/01/2018;Encerrado;18/09/2015;27/07/2015;31/12/2017
2962017;108300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;6016.2017/0046202-8;800047;ACRIA - ASSOCIAÇÃO AMIGA DA CRIANÇA E DO ADOLESCENTE;61.064.770/0001-92;308645;CR.P.CONV - JARDIM ICARAI;158;39;193258,31;11929,48;0;01/01/2023;31/12/2027;Aprovado;27/10/2017;29/12/2017;
2544;108300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;2015-0.329.655-1;800047;ACRIA - ASSOCIAÇÃO AMIGA DA CRIANÇA E DO ADOLESCENTE;61.064.770/0001-92;308645;CR.P.CONV - JARDIM ICARAI;152;57;115610,58;16512,12;0;31/05/2016;29/11/2018;Encerrado;30/12/2015;31/05/2016;31/12/2017
172019;108300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;6016.2019/0009209-7;301004;NUCLEO DE PROMOCAO SOCIAL VENHA CONOSCO;47.424.296/0001-31;309329;CR.P.CONV - JARDIM LALLO;213;94;252713,88;0;0;20/03/2019;19/03/2024;Aprovado;08/03/2019;20/03/2019;
1432018;108300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;6016.2017/0057128-5;300492;INSTITUTO EDUCAR DE SAO PAULO;47.424.296/0001-31;307915;CR.P.CONV - JARDIM MONTE VERDE;122;36;162815,3;12752,38;0;01/01/2023;31/12/2027;Aprovado;11/01/2018;26/12/2017;
